,Name,Cl,dCl,Cd_p,dCd_p,Cd_f,dCd_f,Cd,dCd,LD,dLD
0,reference,0.89383,0.00000,0.00462,0.00000,0.01359,0.00000,0.01821,0.00000,49.09733,0.00000
